u,r2,mse,rmse
u0,0.9950800257384539,6.0047208528620535e-05,0.007749013390659519
u1,0.9784165823119058,7.456845186217761e-05,0.008635302650294175
Average,0.9867483040251799,6.730783019539906e-05,0.008192158020476847
