u,r2,mse,rmse
u0,0.9999923965758015,1.6560421910234083e-07,0.0004069449828936841
u1,0.9999962663340085,2.715912682609402e-07,0.0005211441914297234
Average,0.999994331454905,2.1859774368164053e-07,0.00046404458716170374
