u,r2,mse,rmse
u0,0.9950038399642642,6.097703922010139e-05,0.0078087796242499626
u1,0.9784327784784519,7.451249579984776e-05,0.0086320620827151
Average,0.9867183092213581,6.774476750997458e-05,0.00822042085348253
