u,r2,mse,rmse
u0,0.9949333062140676,6.183788819637953e-05,0.007863707026357195
u1,0.9782988828650921,7.497509114705616e-05,0.008658815805123479
Average,0.9866160945395799,6.840648967171786e-05,0.008261261415740337
