u,r2,mse,rmse
u0,0.9999829239494807,3.7192006361574147e-07,0.0006098524933258381
u1,0.9999943368580898,4.1194362249799765e-07,0.0006418283434828954
Average,0.9999886304037853,3.919318430568696e-07,0.0006258404184043668
