u,r2,mse,rmse
u0,0.9951051898407228,5.974008617064626e-05,0.0077291711179560685
u1,0.9796840465709769,7.018949534308513e-05,0.008377917124386295
Average,0.9873946182058498,6.496479075686569e-05,0.008053544121171182
