u,r2,mse,rmse
u0,0.9947660880254712,6.387874957220146e-05,0.007992418255584567
u1,0.9786426829516746,7.37872977874962e-05,0.00858995330531524
Average,0.9867043854885729,6.883302367984882e-05,0.008291185780449902
