u,r2,mse,rmse
u0,0.9999699654715509,6.541585080734404e-07,0.00080880066028252
u1,0.9999800119774023,1.4539523405920717e-06,0.0012057994611841853
Average,0.9999749887244767,1.054055424332756e-06,0.0010073000607333526
