u,r2,mse,rmse,max_error
u0,0.9999915999423398,1.8255095136674791e-07,0.00042725981716836876,0.028947872916514683
u1,0.999996276351055,2.709433784849126e-07,0.0005205222170905989,0.01855465278242363
Average,0.9999939381466973,2.2674716492583025e-07,0.00047389101712948386,0.023751262849469157
