u,r2,mse,rmse,max_error
u0,0.9999921940177704,1.696404405790839e-07,0.00041187430191635396,0.023469967643077183
u1,0.9999913247765314,6.312341443619852e-07,0.0007945024508218872,0.014482532731413755
Average,0.9999917593971509,4.0043729247053456e-07,0.0006031883763691206,0.01897625018724547
