u,r2,mse,rmse,max_error
u0,0.9999897846847752,2.2200032288137072e-07,0.00047116910221423763,0.020839757437207673
u1,0.9999888567497807,8.108148502516249e-07,0.0009004525807901407,0.01290890082929863
Average,0.9999893207172779,5.164075865664978e-07,0.0006858108415021891,0.016874329133253152
