u,r2,mse,rmse,max_error
u0,0.9999961517867081,8.362978278487443e-08,0.0002891881442674897,0.023256344596202183
u1,0.9999947834765578,3.795692091933182e-07,0.0006160918837262168,0.014861982950254315
Average,0.9999954676316329,2.315994959890963e-07,0.00045264001399685324,0.01905916377322825
