u,r2,mse,rmse,max_error
u0,0.9999820024082648,3.911255882338303e-07,0.000625400342367855,0.04310802916651468
u1,0.9999820138435843,1.3087243339018236e-06,0.0011439949011695042,0.026367110649417214
Average,0.9999820081259245,8.499249610678269e-07,0.0008846976217686796,0.03473756990796595
