u,r2,mse,rmse,max_error
u0,0.9999956330361556,9.49033252671034e-08,0.0003080638331046074,0.021013302604014683
u1,0.9999946996232975,3.8567061295206877e-07,0.0006210238424988761,0.021606367715879315
Average,0.9999951663297265,2.4028696910958606e-07,0.0004645438378017417,0.021309835159947
