u,r2,mse,rmse,max_error
u0,0.9999582145103295,9.080867300214305e-07,0.0009529358477995413,0.05385021666651468
u1,0.9999667584937945,2.4187473444178283e-06,0.001555232247742384,0.03320308914756964
Average,0.999962486502062,1.6634170372196294e-06,0.0012540840477709627,0.04352665290704216
