u,r2,mse,rmse,max_error
u0,0.9999931020989069,1.499059242099963e-07,0.0003871768642493974,0.021577877799327183
u1,0.9999961510383713,2.800614888129529e-07,0.000529208360490415,0.014617843760913019
Average,0.999994626568639,2.1498370651147463e-07,0.00045819261236990615,0.0180978607801201
