u,r2,mse,rmse,max_error
u0,0.9999953777766442,1.0045065226618158e-07,0.00031693950884385114,0.020051998893077183
u1,0.9999961248184346,2.8196932661828844e-07,0.0005310078404489791,0.015716475137754315
Average,0.9999957512975394,1.9120998944223502e-07,0.00042397367464641514,0.01788423701541575
