u,r2,mse,rmse,max_error
u0,0.9999968894041749,6.75998011167778e-08,0.0002599996175319837,0.024950070182139683
u1,0.9999963647334476,2.64512422082114e-07,0.0005143077114744771,0.017684858926816815
Average,0.9999966270688112,1.660561115994459e-07,0.0003871536645032304,0.02131746455447825
