u,r2,mse,rmse,max_error
u0,0.9999895951054021,2.2612028209249378e-07,0.0004755210637737237,0.027971310416514683
u1,0.9999905822007539,6.852660880074432e-07,0.0008278080018986548,0.01733394965742363
Average,0.9999900886530779,4.556931850499685e-07,0.0006516645328361893,0.022652630036969157
