u,r2,mse,rmse,max_error
u0,0.9999948330047805,1.122896926624392e-07,0.0003350965423015272,0.023820919791514683
u1,0.999991215245317,6.392039497086359e-07,0.0007995023137606519,0.014909778825163755
Average,0.9999930241250488,3.7574682118553756e-07,0.0005672994280310896,0.01936534930833922
