u,r2,mse,rmse
u0,0.9947321579724685,6.429285843938811e-05,0.00801828276125182
u1,0.9786367188019839,7.380790330120751e-05,0.008591152617734568
Average,0.9866844383872262,6.905038087029781e-05,0.008304717689493195
