u,r2,mse,rmse
u0,0.9943919007859771,6.84456228939308e-05,0.008273186985311693
u1,0.975438514606158,8.485736446941746e-05,0.009211805711662479
Average,0.9849152076960676,7.665149368167414e-05,0.008742496348487085
