u,r2,mse,rmse
u0,0.9999730296000928,5.874211274976075e-07,0.0007664340333633466
u1,0.9999855071456022,1.05422732391506e-06,0.0010267557274810108
Average,0.9999792683728475,8.208242257063337e-07,0.0008965948804221786
