u,r2,mse,rmse
u0,0.9999769798431671,5.013839812696389e-07,0.0007080847274653217
u1,0.9999851934677352,1.0770446219583307e-06,0.001037807603536576
Average,0.9999810866554512,7.892143016139849e-07,0.0008729461655009488
