u,r2,mse,rmse
u0,0.9945509308170631,6.655901783572638e-05,0.008158371028319709
u1,0.9769619662995545,7.971707629880936e-05,0.008928441986080738
Average,0.9857564485583088,7.313804706726788e-05,0.008543406507200223
