u,r2,mse,rmse
u0,0.994553129634614,6.647786010082159e-05,0.008153395617828291
u1,0.9762398645014154,8.208878435143973e-05,0.009060286107592835
Average,0.9853964970680147,7.428332222613066e-05,0.008606840862710564
