u,r2,mse,rmse
u0,0.9999947907261774,1.1345910749780784e-07,0.0003368369152836545
u1,0.9999927840529816,5.248964976714389e-07,0.0007244974103966411
Average,0.9999937873895794,3.191778025846234e-07,0.0005306671628401478
