u,r2,mse,rmse
u0,0.9942384916219981,7.031794814807805e-05,0.008385579774116877
u1,0.978162362625947,7.544675430198468e-05,0.008686009112474191
Average,0.9862004271239726,7.288235122503137e-05,0.008535794443295535
