u,r2,mse,rmse
u0,0.9999849213672519,3.284158737171018e-07,0.0005730758010220828
u1,0.9999850088655531,1.090472802428213e-06,0.0010442570576386894
Average,0.9999849651164026,7.094443380726575e-07,0.0008086664293303861
