u,r2,mse,rmse
u0,0.9947691739432934,6.384108662090775e-05,0.00799006174074442
u1,0.9784263125453607,7.453483492275299e-05,0.008633355947877569
Average,0.9865977432443271,6.918796077183038e-05,0.008311708844310994
