descriptions,General,User,Fourier
,General,DateTime,21-08-2025 16:36:40
,General,Origin,"Software revision: mpc_imp_obs_fis.sdf, mpc_imp_obs_fis.rta\nVariable description: mpc_imp_obs_fis.sdf\n    Platform / Device: Platform [DS1202 MicroLabBox, assigned to 'ds1202']\nControlDesk version: 7.5"
,General,Description,
,Recording,StartCondition,None (Save Measurement Buffer)
,Recording,StopCondition,None
,Measurement,XAxisOffset,0
,Measurement,Length,60.00151122
,Measurement,StartTimestamp,16.71642784
,Measurement,StopTimestamp,76.71793906
,MDF,Department,
,MDF,Project,
,MDF,MeasurementObject,

trace_size,60001
trace_types,4,4
trace_names,,turnaroundTime
trace_units,,
devices,Platform,Platform
raster,HostService,HostService
description,,
displayidentifier,,
path,,Task Info/Timer Task 1
flags,,0
min,,-Infinity
max,,Infinity
minWeak,,-Infinity
maxWeak,,Infinity
trace_values,0,3.1200000000000002e-06
,0.00099946414871254774,4.0799999999999999e-06
,0.0019996483146655919,3.4800000000000001e-06
,0.0029991924659746871,3.4000000000000001e-06
,0.0039999766464227093,3.2399999999999999e-06
,0.0050000408096302351,3.2799999999999999e-06
,0.0059995849609393304,3.4000000000000001e-06
,0.0069994891204849807,3.36e-06
,0.0080001932991038416,3.4400000000000001e-06
,0.0089992974395762815,3.4000000000000001e-06
,0.010000121620940661,3.2799999999999999e-06
,0.010999745774078917,3.32e-06
,0.012000169946290384,3.4400000000000001e-06
,0.012999594094086575,3.36e-06
,0.013999418251799511,3.4000000000000001e-06
,0.015000322435760438,3.2399999999999999e-06
,0.016000386598967964,3.4400000000000001e-06
,0.016999490739440404,3.4400000000000001e-06
,0.017999514901735125,3.2399999999999999e-06
,0.018999579064942651,3.2399999999999999e-06
,0.020000323244477869,3.2399999999999999e-06
,0.021000547412111104,3.32e-06
,0.022000611575318629,3.4400000000000001e-06
,0.022999675714874712,3.36e-06
,0.024000379893493573,3.2799999999999999e-06
,0.025000604061126808,3.2799999999999999e-06
,0.026000628223417976,3.4400000000000001e-06
,0.027000012370301363,3.4000000000000001e-06
,0.028000676548003867,3.4000000000000001e-06
,0.029000660709382231,3.4000000000000001e-06
,0.030000044857025898,3.4800000000000001e-06
,0.031000709034728402,3.4400000000000001e-06
,0.032000053180695431,3.4400000000000001e-06
,0.033000157344819314,3.4400000000000001e-06
,0.034000741520692657,3.4400000000000001e-06
,0.035000205670165485,3.36e-06
,0.036000829846955185,3.36e-06
,0.037000053990173143,3.36e-06
,0.038000758168792004,3.32e-06
,0.039000302319337266,3.32e-06
,0.040000326482392268,3.4000000000000001e-06
,0.041000350644683436,3.36e-06
,0.042000934820556779,3.4000000000000001e-06
,0.043000958982847948,3.36e-06
,0.044000423131560495,3.4000000000000001e-06
,0.045000367292786336,3.4000000000000001e-06
,0.046000951468659679,3.36e-06
,0.047001135634612723,3.32e-06
,0.048001159796903892,3.4000000000000001e-06
,0.049000623946380273,3.4000000000000001e-06
,0.050001168121337258,3.4000000000000001e-06
,0.051000512267304288,3.4000000000000001e-06
,0.052000416426849938,3.4000000000000001e-06
,0.053000640593719339,3.2799999999999999e-06
,0.054000624755097704,3.4400000000000001e-06
,0.055001328934480398,3.36e-06
,0.056001193093109691,3.4000000000000001e-06
,0.057000457237244007,3.2799999999999999e-06
,0.058000801406858926,3.2799999999999999e-06
,0.059001385583496102,3.4800000000000001e-06
,0.060001289743041752,3.36e-06
,0.061000593888092425,3.36e-06
,0.062000618050383594,3.1999999999999999e-06
