u,r2,mse,rmse
u0,0.999983734676684,3.5347974570227506e-07,0.0005945416265513081
u1,0.9999892719779471,7.806016577838133e-07,0.00088351664261847
Average,0.9999865033273155,5.670407017430442e-07,0.000739029134584889
