u,r2,mse,rmse
u0,0.9943265089189004,6.924371631265442e-05,0.008321280929800076
u1,0.9775121601639005,7.769313583860901e-05,0.008814370983717955
Average,0.9859193345414005,7.346842607563171e-05,0.008567825956759015
