u,r2,mse,rmse
u0,0.999989881807347,2.2037641847592766e-07,0.0004694426679328666
u1,0.9999941078229904,4.28603905790626e-07,0.0006546784751239543
Average,0.9999919948151688,3.2449016213327684e-07,0.0005620605715284104
