u,r2,mse,rmse
u0,0.9947273805473498,6.43511658668424e-05,0.008021917842189759
u1,0.9780613148150915,7.579586392532839e-05,0.00870608200773048
Average,0.9863943476812207,7.00735148960854e-05,0.00836399992496012
