u,r2,mse,rmse
u0,0.9999906042248562,2.0464200930248904e-07,0.0004523737495727278
u1,0.9999982626149858,1.263794352616481e-07,0.00035549885409329814
Average,0.999994433419921,1.6551072228206857e-07,0.00040393630183301293
