u,r2,mse,rmse
u0,0.9952608753560255,5.7839978547049685e-05,0.007605259926330571
u1,0.9787535970492501,7.340410117491945e-05,0.008567619341154195
Average,0.9870072362026379,6.562203986098457e-05,0.008086439633742382
