u,r2,mse,rmse
u0,0.9999909053511371,1.980834139514668e-07,0.000445065628813849
u1,0.9999955242946207,3.255680886044704e-07,0.0005705857416764551
Average,0.999993214822879,2.618257512779686e-07,0.000507825685245152
