descriptions,General,User,Fourier
,General,DateTime,06-08-2025 17:22:11
,General,Origin,"Software revision: mpc_imp_obs.sdf, mpc_imp_obs.rta\nVariable description: mpc_imp_obs.sdf\n    Platform / Device: Platform [DS1202 MicroLabBox, assigned to 'ds1202']\nControlDesk version: 7.5"
,General,Description,
,Recording,StartCondition,None (Save Measurement Buffer)
,Recording,StopCondition,None
,Measurement,XAxisOffset,0
,Measurement,Length,45.00122555
,Measurement,StartTimestamp,88.60345079
,Measurement,StopTimestamp,133.6046763
,MDF,Department,
,MDF,Project,
,MDF,MeasurementObject,

trace_size,45001
trace_types,4,4,4,4,4,4,4,4,4,4
trace_names,,turnaroundTime,In1,In1,In1,In1,In1,In1,In1,In1
trace_units,,,,,,,,,,
devices,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform
raster,HostService,HostService,HostService,HostService,HostService,HostService,HostService,HostService,HostService,HostService
description,,,,,,,,,,
displayidentifier,,,,,,,,,,
path,,Task Info/Timer Task 1,Model Root/vel,Model Root/u(t),Model Root/ref rad,Model Root/pos,Model Root/pert,Model Root/min_period,Model Root/est_vel,Model Root/est_pos
flags,,0,0,0,0,0,0,0,0,0
min,,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity
max,,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
minWeak,,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity
maxWeak,,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
trace_values,0,3.2399999999999999e-06,-1.1455990989559269e-07,0,0.17453292519943295,0.24635630445358039,0.205078125,1636,-0.09765625,0.24609375
,0.0010000672882171102,4.7999999999999998e-06,-1.1130116402652171e-07,0,0.17453292519943295,0.24635630434065769,0.205078125,1636,-0.09765625,0.24609375
,0.0020000945755072053,4.1200000000000004e-06,-1.0813511572197278e-07,0,0.17453292519943295,0.24635630423094718,0.205078125,1636,-0.09765625,0.24609375
,0.0030006818771397548,4.16e-06,-1.0505912812751983e-07,0,0.17453292519943295,0.24635630412435744,0.205078125,1636,-0.09765625,0.24609375
,0.0040007491653426541,4.0400000000000003e-06,-1.020706393961148e-07,0,0.17453292519943295,0.24635630402079975,0.205078125,1636,-0.09765625,0.24609375
,0.0050000964340313203,4.2000000000000004e-06,-9.9167160554444383e-08,0,0.17453292519943295,0.24635630392018784,0.205078125,1636,-0.09765625,0.24609375
,0.006000083720408611,4.0799999999999999e-06,-9.6346273429979857e-08,0,0.17453292519943295,0.24635630382243789,0.205078125,1636,-0.09765625,0.24609375
,0.0070002710113641342,4.0400000000000003e-06,-9.3605628636993603e-08,0,0.17453292519943295,0.24635630372746853,0.205078125,1636,-0.09765625,0.24609375
,0.0080001782959016055,4.0799999999999999e-06,-9.0942943619865025e-08,0,0.17453292519943295,0.24635630363520064,0.205078125,1636,-0.09765625,0.24609375
,0.0090009256027201445,4.0799999999999999e-06,-8.8356000752046025e-08,0,0.17453292519943295,0.2463563035455574,0.205078125,1636,-0.09765625,0.24609375
,0.010000912889097435,4.16e-06,-8.5842645489103035e-08,0,0.17453292519943295,0.24635630345846413,0.205078125,1636,-0.09765625,0.24609375
,0.011000500163277138,4.1200000000000004e-06,-8.3400784574297091e-08,0,0.17453292519943295,0.24635630337384828,0.205078125,1636,-0.09765625,0.24609375
,0.012000287443541424,4.2799999999999997e-06,-8.1028384295207611e-08,0,0.17453292519943295,0.24635630329163941,0.205078125,1636,-0.09765625,0.24609375
,0.013001074751286978,3.9999999999999998e-06,-7.8723468789947929e-08,0,0.17453292519943295,0.24635630321176902,0.205078125,1636,-0.09765625,0.24609375
,0.014000382019048629,4.1200000000000004e-06,-7.6484118401561753e-08,0,0.17453292519943295,0.24635630313417062,0.205078125,1636,-0.09765625,0.24609375
,0.015000289303600312,3.9999999999999998e-06,-7.4308468079230161e-08,0,0.17453292519943295,0.24635630305877956,0.205078125,1636,-0.09765625,0.24609375
,0.016000476594541624,3.9999999999999998e-06,-7.2194705824957476e-08,0,0.17453292519943295,0.24635630298553307,0.205078125,1636,-0.09765625,0.24609375
,0.017000743888857528,4.16e-06,-7.0141071184442402e-08,0,0.17453292519943295,0.24635630291437013,0.205078125,1636,-0.09765625,0.24609375
,0.01800117118683886,4.2400000000000001e-06,-6.814585378087748e-08,0,0.17453292519943295,0.24635630284523147,0.205078125,1636,-0.09765625,0.24609375
,0.019000678459178744,4.2000000000000004e-06,-6.6207391890455781e-08,0,0.17453292519943295,0.2463563027780595,0.205078125,1636,-0.09765625,0.24609375
,0.020001185760506246,4.16e-06,-6.4324071058398402e-08,0,0.17453292519943295,0.24635630271279829,0.205078125,1636,-0.09765625,0.24609375
,0.021000493026733125,4.1200000000000004e-06,-6.2494322754350133e-08,0,0.17453292519943295,0.24635630264939348,0.205078125,1636,-0.09765625,0.24609375
,0.02200136033783906,4.0799999999999999e-06,-6.0716623066023461e-08,0,0.17453292519943295,0.24635630258779229,0.205078125,1636,-0.09765625,0.24609375
,0.023000427598574902,4.2400000000000001e-06,-5.8989491430002894e-08,0,0.17453292519943295,0.24635630252794338,0.205078125,1636,-0.09765625,0.24609375
,0.02400125490723326,3.9199999999999997e-06,-5.7311489398652526e-08,0,0.17453292519943295,0.24635630246979692,0.205078125,1636,-0.09765625,0.24609375
,0.02500072217866034,4.0799999999999999e-06,-5.5681219442099868e-08,0,0.17453292519943295,0.2463563024133045,0.205078125,1636,-0.09765625,0.24609375
,0.02600086947022362,4.2799999999999997e-06,-5.4097323784298218e-08,0,0.17453292519943295,0.24635630235841904,0.205078125,1636,-0.09765625,0.24609375
,0.027000816754153334,4.1200000000000004e-06,-5.2558483272198099e-08,0,0.17453292519943295,0.24635630230509484,0.205078125,1636,-0.09765625,0.24609375
,0.028001524060059069,4.16e-06,-5.1063416277086042e-08,0,0.17453292519943295,0.24635630225328747,0.205078125,1636,-0.09765625,0.24609375
,0.029001631349188983,4.2400000000000001e-06,-4.9610877627175604e-08,0,0.17453292519943295,0.24635630220295382,0.205078125,1636,-0.09765625,0.24609375
,0.030001618635566274,4.2799999999999997e-06,-4.8199657570561679e-08,0,0.17453292519943295,0.24635630215405194,0.205078125,1636,-0.09765625,0.24609375
,0.031001445918278137,4.2799999999999997e-06,-4.6828580767674404e-08,0,0.17453292519943295,0.24635630210654111,0.205078125,1636,-0.09765625,0.24609375
,0.032000913189705216,4.16e-06,-4.5496505312393458e-08,0,0.17453292519943295,0.24635630206038178,0.205078125,1636,-0.09765625,0.24609375
,0.033001020478820919,4.2000000000000004e-06,-4.4202321781007564e-08,0,0.17453292519943295,0.24635630201553549,0.205078125,1636,-0.09765625,0.24609375
,0.034001047766111014,4.16e-06,-4.2944952308227047e-08,0,0.17453292519943295,0.24635630197196487,0.205078125,1636,-0.09765625,0.24609375
,0.035001035052488305,4.2400000000000001e-06,-4.1723349689479973e-08,0,0.17453292519943295,0.24635630192963365,0.205078125,1636,-0.09765625,0.24609375
,0.036001702355960674,4.16e-06,-4.0536496508744121e-08,0,0.17453292519943295,0.24635630188850657,0.205078125,1636,-0.09765625,0.24609375
,0.037001049624635129,4.16e-06,-3.9383404291188506e-08,0,0.17453292519943295,0.2463563018485494,0.205078125,1636,-0.09765625,0.24609375
,0.038001396920776642,4.1200000000000004e-06,-3.8263112679918653e-08,0,0.17453292519943295,0.24635630180972884,0.205078125,1636,-0.09765625,0.24609375
,0.039001424208066737,4.2799999999999997e-06,-3.7174688636139975e-08,0,0.17453292519943295,0.24635630177201256,0.205078125,1636,-0.09765625,0.24609375
,0.040001691502382641,4.2799999999999997e-06,-3.6117225662073146e-08,0,0.17453292519943295,0.24635630173536915,0.205078125,1636,-0.09765625,0.24609375
,0.041001038771057097,4.0400000000000003e-06,-3.5089843045974273e-08,0,0.17453292519943295,0.2463563016997681,0.205078125,1636,-0.09765625,0.24609375
,0.042001826078802651,3.9600000000000002e-06,-3.4091685128631e-08,0,0.17453292519943295,0.24635630166517974,0.205078125,1636,-0.09765625,0.24609375
