u,r2,mse,rmse
u0,0.9999826841413383,3.77143136684008e-07,0.0006141198064579973
u1,0.9999934964111966,4.7307872085744855e-07,0.0006878071829062623
Average,0.9999880902762674,4.251109287707283e-07,0.0006509634946821297
