u,r2,mse,rmse
u0,0.999990462338462,2.077323255714705e-07,0.0004557766180613816
u1,0.9999967821229659,2.3407217109905089e-07,0.000483810056839511
Average,0.999993622230714,2.209022483352607e-07,0.0004697933374504463
