u,r2,mse,rmse
u0,0.9999829345637694,3.7168888211858407e-07,0.0006096629249992032
u1,0.9999871026313274,9.38169810308815e-07,0.0009685916633488103
Average,0.9999850185975484,6.549293462136995e-07,0.0007891272941740067
