u,r2,mse,rmse,max_error
u0,0.9999936229058016,1.3858769308058284e-07,0.0003722736803489912,0.023103756705577183
u1,0.999996343791318,2.6603623150347607e-07,0.0005157870020691449,0.013026568397723537
Average,0.9999949833485597,2.0231196229202947e-07,0.00044403034120906804,0.01806516255165036
