u,r2,mse,rmse,max_error
u0,0.9999839780031942,3.4819174796142383e-07,0.0005900777473870912,0.026506466666514683
u1,0.9999913989662533,6.258358873801121e-07,0.0007910978999972836,0.02940955449521354
Average,0.9999876884847237,4.870138176707679e-07,0.0006905878236921874,0.027958010580864112
