u,r2,mse,rmse,max_error
u0,0.9999492573915463,1.1027437932839957e-06,0.0010501160856229161,0.04994396666651468
u1,0.9999685483682106,2.288510947662788e-06,0.0015127825182962645,0.033203058447853095
Average,0.9999589028798784,1.6956273704733918e-06,0.0012814493019595902,0.04157351255718389
