u,r2,mse,rmse,max_error
u0,0.9999937533802483,1.3575220845198443e-07,0.0003684456655356179,0.02526855470269318
u1,0.9999972525140849,1.9991495632083893e-07,0.00044711850366635345,0.012263628944598537
Average,0.9999955029471665,1.6783358238641168e-07,0.0004077820846009857,0.01876609182364586
