u,r2,mse,rmse,max_error
u0,0.9999901082962763,2.1496756313146348e-07,0.0004636459458805431,0.023088497916514683
u1,0.9999941175409586,4.28024593625019e-07,0.0006542358853082113,0.01575405231340099
Average,0.9999921129186174,3.2149607837824127e-07,0.0005589409155943772,0.019421275114957837
