u,r2,mse,rmse,max_error
u0,0.9991682491210038,1.807569904901858e-05,0.004251552545720043,0.07728771666651468
u1,0.9997593683315897,1.750905044288146e-05,0.004184381727672735,0.06249996583397177
Average,0.9994638087262968,1.779237474595002e-05,0.004217967136696389,0.06989384125024323
