u,r2,mse,rmse,max_error
u0,0.9999699754430066,6.524968833786085e-07,0.0008077727919276611,0.03920177916651468
u1,0.9999837389088708,1.183203635327321e-06,0.0010877516423004477,0.03320304956008968
Average,0.9999768571759386,9.178502593529648e-07,0.0009477622171140544,0.03620241436330218
