u,r2,mse,rmse,max_error
u0,0.9999944368214737,1.2089959065510822e-07,0.0003477061843785759,0.021135372916514683
u1,0.9999924002668242,5.529783856244185e-07,0.0007436251647331594,0.01683631230771354
Average,0.999993418544149,3.369389881397634e-07,0.0005456656745558676,0.018985842612114112
