u,r2,mse,rmse,max_error
u0,0.999982735422024,3.751956548327271e-07,0.0006125321663657567,0.021684689322764683
u1,0.9999913105091619,6.322722790909474e-07,0.0007951555062319241,0.014038008651706235
Average,0.9999870229655929,5.037339669618373e-07,0.0007038438362988404,0.01786134898723546
