u,r2,mse,rmse,max_error
u0,0.9997235259018414,6.008364667067536e-06,0.0024511965786259446,0.06166271666651468
u1,0.9997863610361046,1.5544983834101124e-05,0.0039427127506453125,0.03515621465336238
Average,0.999754943468973,1.077667425058433e-05,0.0031969546646356288,0.04840946565993853
