u,r2,mse,rmse,max_error
u0,0.9999955763390108,9.613547367861629e-08,0.0003100572103316036,0.023439450064952183
u1,0.9999972732832202,1.9840373446031338e-07,0.00044542534106212835,0.020950282036174883
Average,0.9999964248111155,1.4726960406946484e-07,0.00037774127569686596,0.022194866050563533
