u,r2,mse,rmse,max_error
u0,0.9999864067126223,2.9541077494498926e-07,0.0005435170420005147,0.030412716666514683
u1,0.9999937255036335,4.5655035395318984e-07,0.0006756850996974774,0.02441402778242363
Average,0.9999900661081279,3.7598056444908955e-07,0.000609601070848996,0.027413372224469157
