u,r2,mse,rmse,max_error
u0,0.9999936457422041,1.3809140993993914e-07,0.00037160652569611735,0.022218746939952183
u1,0.9999971745657078,2.055867038271616e-07,0.0004534166999870666,0.011561724647723537
Average,0.9999954101539559,1.7183905688355036e-07,0.000412511612841592,0.01689023579383786
