u,r2,mse,rmse,max_error
u0,0.9999926744796704,1.5919899118590718e-07,0.00039899748268116576,0.02268981935113068
u1,0.999994417609227,4.0619076567308905e-07,0.000637330970276111,0.014460894569598537
Average,0.9999935460444487,2.826948784294981e-07,0.0005181642264786384,0.01857535696036461
