u,r2,mse,rmse,max_error
u0,0.9952045376223096,5.8575374107329744e-05,0.00765345504379099,0.299570643197123
u1,0.9789174300967112,7.295070644518384e-05,0.008541118571076265,0.2602891281253626
Average,0.9870609838595104,6.576304027625679e-05,0.008097286807433627,0.27992988566124277
