u,r2,mse,rmse,max_error
u0,0.9942300507019046,7.047848822432756e-05,0.00839514670653989,0.3490115162921313
u1,0.9767229834795428,8.054401369913972e-05,0.008974631674845477,0.2714541735947289
Average,0.9854765170907237,7.551125096173363e-05,0.008684889190692683,0.31023284494343006
