u,r2,mse,rmse,max_error
u0,0.9950526588070949,6.043053586640535e-05,0.007773707986952259,0.297739588509623
u1,0.979497415434143,7.094381922566592e-05,0.00842281539781479,0.2530527219142158
Average,0.9872750371206189,6.568717754603564e-05,0.008098261692383524,0.2753961552119194
