u,r2,mse,rmse,max_error
u0,0.995095922704736,5.990207817242807e-05,0.0077396432845724915,0.2929941051111855
u1,0.9791969645146319,7.198345087071605e-05,0.008484306151401897,0.2639023812917448
Average,0.987146443609684,6.594276452157207e-05,0.008111974717987195,0.27844824320146516
