u,r2,mse,rmse,max_error
u0,0.9945822465288487,6.617650424500045e-05,0.008134894236866294,0.362399903533936
u1,0.9754497795389033,8.494960217077805e-05,0.009216810845991038,0.2720661072294537
Average,0.9850160130338761,7.556305320788925e-05,0.008675852541428667,0.31723300538169485
