u,r2,mse,rmse,max_error
u0,0.9949955753433638,6.112779610536545e-05,0.007818426702691882,0.279612147103373
u1,0.9795397543724412,7.079731642865566e-05,0.008414114120253877,0.2407805274292451
Average,0.9872676648579025,6.596255626701057e-05,0.008116270411472878,0.2601963372663091
