u,r2,mse,rmse,max_error
u0,0.9948921932930456,6.239058200512505e-05,0.00789877091737221,0.299692713509623
u1,0.9780604156973066,7.59161801116795e-05,0.008712989160539539,0.2621356392749865
Average,0.9864763044951761,6.915338105840227e-05,0.008305880038955875,0.28091417639230476
