u,r2,mse,rmse,max_error
u0,0.9951418044233383,5.9341644449849645e-05,0.007703352805749562,0.292429529915873
u1,0.9789595222302717,7.280505765126959e-05,0.008532587980868969,0.2530259445316126
Average,0.987050663326805,6.607335105055962e-05,0.008117970393309266,0.27272773722374277
